age,gender,income,credit_score,transaction_amount,merchant_category,merchant_country,merchant_city,transaction_time,label
32,M,31977,389,5112,Entertainment,USA,Mexico City,2,0.0
60,F,37421,343,9224,Entertainment,Canada,Vancouver,6,0.0
51,M,45438,765,8418,Gas,Canada,New York,15,0.0
60,F,2734,561,8437,Entertainment,Mexico,New York,14,0.0
32,F,39502,569,9826,Restaurants,Mexico,New York,17,0.0
41,M,26079,786,2162,Grocery,USA,Mexico City,12,0.0
55,F,33465,308,492,Gas,Canada,Los Angeles,18,0.0
31,M,30843,354,7366,Gas,Canada,New York,2,0.0
45,M,48712,620,5996,Restaurants,Canada,Los Angeles,3,0.0
62,M,34459,753,1907,Restaurants,USA,New York,19,0.0
68,F,98383,351,9648,Entertainment,Canada,Vancouver,1,0.0
67,F,81825,394,5718,Gas,Mexico,Vancouver,10,0.0
56,F,6576,893,8521,Grocery,Canada,Vancouver,22,0.0
52,M,57422,488,4486,Entertainment,USA,Vancouver,13,0.0
47,M,52349,686,4410,Grocery,Canada,Los Angeles,13,0.0
63,F,75115,700,365,Entertainment,Mexico,Los Angeles,8,0.0
55,F,98901,848,9424,Restaurants,Canada,Los Angeles,4,0.0
65,M,91079,405,8510,Gas,USA,Los Angeles,21,0.0
29,F,83739,845,4549,Grocery,USA,Toronto,22,0.0
43,M,14623,657,45,Restaurants,Canada,Los Angeles,5,0.0
31,M,46298,396,6506,Grocery,USA,Vancouver,16,0.0
20,F,34522,427,3008,Restaurants,Mexico,Los Angeles,14,0.0
34,M,20624,609,9714,Restaurants,Mexico,Los Angeles,23,0.0
60,M,53693,506,3242,Entertainment,Mexico,Vancouver,23,0.0
67,M,2747,739,3631,Entertainment,Canada,Los Angeles,10,0.0
58,F,47445,405,8510,Grocery,Mexico,Mexico City,6,0.0
31,F,25931,883,3864,Restaurants,USA,New York,21,0.0
49,M,88886,520,2663,Gas,USA,Vancouver,20,0.0
32,M,78998,817,9261,Entertainment,USA,New York,1,0.0
37,F,9805,365,7574,Restaurants,Canada,New York,1,0.0
62,F,17921,326,4026,Gas,USA,Toronto,2,0.0
46,F,19165,709,1024,Gas,USA,New York,10,0.0
34,M,77231,418,4216,Gas,Mexico,Toronto,2,0.0
25,F,30600,751,5794,Restaurants,USA,New York,11,0.0
66,F,70869,772,4885,Gas,USA,New York,4,0.0
59,M,40596,673,4471,Restaurants,USA,Los Angeles,3,0.0
46,F,58046,600,3001,Grocery,USA,Los Angeles,12,0.0
24,F,31095,571,4591,Gas,Mexico,Mexico City,17,0.0
46,M,49243,376,8433,Entertainment,USA,Toronto,13,0.0
22,M,10481,345,7520,Gas,Canada,Toronto,5,0.0
57,M,23249,315,7876,Grocery,USA,Mexico City,21,0.0
39,F,11967,539,2460,Gas,Mexico,Mexico City,3,0.0
27,M,91844,483,9426,Restaurants,Mexico,Mexico City,22,0.0
56,F,66745,394,8002,Entertainment,Mexico,New York,23,0.0
55,F,42369,881,752,Entertainment,Mexico,Vancouver,18,0.0
63,F,94619,449,6330,Entertainment,Canada,Vancouver,9,0.0
51,F,74737,611,4415,Gas,Mexico,Vancouver,20,0.0
64,F,52911,880,5120,Restaurants,USA,Los Angeles,21,0.0
54,F,85197,715,3565,Gas,Mexico,Mexico City,3,0.0
51,M,46093,588,7324,Gas,USA,Mexico City,0,0.0
50,F,87307,843,9565,Restaurants,Mexico,Mexico City,10,0.0
41,M,88695,430,7415,Gas,Mexico,Los Angeles,2,0.0
30,M,65189,387,6132,Grocery,Mexico,New York,18,0.0
35,M,62540,873,2354,Entertainment,Mexico,Toronto,5,0.0
38,F,96888,754,7742,Gas,Mexico,Toronto,0,0.0
49,F,4858,739,1546,Entertainment,Canada,Toronto,5,0.0
56,M,51239,781,275,Gas,Canada,Mexico City,3,0.0
26,F,81159,556,8381,Gas,Mexico,Vancouver,19,0.0
66,F,35453,528,824,Entertainment,Mexico,Los Angeles,21,0.0
23,M,5334,852,7542,Gas,Mexico,Los Angeles,14,0.0
25,M,3544,767,1422,Entertainment,USA,Vancouver,14,0.0
38,M,9284,695,3461,Grocery,Mexico,New York,6,0.0
62,M,69560,429,5,Restaurants,Canada,Los Angeles,23,0.0
26,M,35943,474,9705,Grocery,Canada,Toronto,14,0.0
41,F,20041,523,5162,Entertainment,Mexico,New York,23,0.0
68,M,91524,478,7633,Restaurants,Canada,Mexico City,21,0.0
32,F,70275,612,3261,Entertainment,USA,New York,2,0.0
31,F,86996,373,8287,Entertainment,USA,New York,6,1.0
34,F,63175,650,6456,Gas,Canada,Vancouver,5,0.0
48,M,41365,662,7193,Restaurants,USA,New York,4,0.0
26,F,35848,649,6947,Restaurants,Canada,Vancouver,13,0.0
20,F,38599,573,8783,Restaurants,Canada,New York,21,0.0
39,F,66102,614,7691,Grocery,Mexico,New York,22,0.0
35,M,86894,668,9185,Entertainment,USA,Vancouver,7,0.0
44,F,12268,781,5428,Restaurants,Mexico,New York,2,0.0
47,F,53423,875,3360,Grocery,Mexico,Los Angeles,10,0.0
35,F,3988,661,3142,Gas,Canada,Mexico City,4,0.0
31,M,77406,628,2821,Grocery,Mexico,New York,22,0.0
53,F,94894,647,8538,Entertainment,Mexico,Los Angeles,1,0.0
31,F,76497,779,6246,Restaurants,Canada,Mexico City,1,0.0
64,F,40234,331,4392,Entertainment,Mexico,Los Angeles,18,0.0
34,F,56907,500,5099,Gas,Mexico,Toronto,6,0.0
41,M,99358,370,6770,Restaurants,Canada,Los Angeles,15,0.0
30,F,66474,666,8019,Entertainment,Mexico,Toronto,13,0.0
56,M,43287,754,758,Grocery,Mexico,Mexico City,2,0.0
57,M,38208,692,1283,Restaurants,Mexico,Mexico City,22,0.0
30,M,89414,365,352,Entertainment,Canada,Vancouver,7,0.0
66,M,60456,312,834,Gas,USA,Vancouver,7,0.0
50,M,83869,513,5392,Gas,Canada,New York,6,0.0
23,M,63419,631,668,Gas,Canada,New York,2,0.0
32,M,70899,744,4032,Gas,Mexico,Mexico City,7,0.0
18,M,97274,401,9613,Grocery,USA,Mexico City,6,0.0
24,F,70148,887,4880,Entertainment,Mexico,New York,11,0.0
41,F,33359,787,734,Grocery,Mexico,New York,23,0.0
20,F,92405,420,8147,Grocery,Canada,Mexico City,1,0.0
50,M,87313,728,1930,Entertainment,Canada,Los Angeles,7,0.0
21,M,31479,551,1152,Restaurants,Canada,Vancouver,16,0.0
66,F,33248,783,4735,Grocery,Canada,Toronto,18,0.0
35,F,79000,666,4522,Entertainment,USA,New York,4,0.0
63,M,18291,586,7166,Grocery,Mexico,Los Angeles,17,0.0
50,M,75134,555,6631,Restaurants,Canada,Los Angeles,3,0.0
24,M,23044,728,6571,Restaurants,USA,New York,20,0.0
36,F,46241,767,449,Gas,Canada,New York,4,0.0
20,F,74433,585,8343,Entertainment,USA,New York,14,0.0
58,F,4503,494,7289,Restaurants,Canada,Toronto,20,0.0
26,M,67524,664,6543,Restaurants,Canada,Los Angeles,19,0.0
22,M,69223,575,769,Grocery,Mexico,Toronto,1,0.0
20,M,65779,784,7706,Restaurants,Canada,Los Angeles,6,0.0
37,M,88818,711,8047,Grocery,Canada,Toronto,10,0.0
25,F,85580,587,9860,Gas,Mexico,Toronto,20,0.0
19,F,14167,766,9125,Grocery,USA,New York,8,0.0
47,F,60925,683,9289,Entertainment,Mexico,Mexico City,18,0.0
26,M,87731,611,9048,Entertainment,USA,Vancouver,0,0.0
35,M,25800,552,6840,Grocery,Canada,Toronto,7,0.0
69,F,83888,452,6144,Grocery,Mexico,Toronto,7,0.0
52,M,12777,401,9882,Restaurants,Mexico,Vancouver,17,0.0
69,M,8091,526,9789,Entertainment,USA,New York,4,0.0
40,F,64773,885,9424,Grocery,Canada,Vancouver,7,0.0
28,M,93745,396,1832,Grocery,USA,Vancouver,11,0.0
36,M,19470,423,1085,Gas,USA,Toronto,11,0.0
34,F,42727,335,8604,Entertainment,Canada,Vancouver,20,0.0
38,M,94135,625,2982,Gas,Mexico,Vancouver,1,0.0
54,M,76960,757,4664,Entertainment,Canada,Mexico City,23,0.0
63,F,74321,327,2575,Gas,Canada,New York,12,0.0
18,F,56520,782,5327,Grocery,Canada,Toronto,23,0.0
45,F,27100,474,1540,Restaurants,USA,Mexico City,12,0.0
54,F,17278,564,1377,Restaurants,USA,Vancouver,21,0.0
62,M,11093,451,4398,Gas,Mexico,Vancouver,10,0.0
69,F,37487,579,5705,Gas,Canada,New York,18,0.0
38,F,17471,442,4161,Entertainment,USA,New York,7,0.0
66,F,52990,340,9924,Grocery,Canada,Vancouver,0,0.0
35,F,22243,500,5242,Restaurants,Canada,Toronto,21,0.0
65,M,36143,559,449,Gas,USA,Vancouver,14,0.0
43,M,40267,595,7473,Grocery,Mexico,Vancouver,22,0.0
25,M,96032,693,9494,Gas,USA,New York,11,0.0
62,F,50360,505,4047,Restaurants,Mexico,Mexico City,18,0.0
39,M,15247,676,9953,Grocery,Mexico,Los Angeles,16,0.0
31,F,7328,784,3564,Gas,Canada,Los Angeles,0,0.0
21,F,83481,691,9385,Grocery,USA,Toronto,6,0.0
34,M,61238,334,5750,Grocery,Mexico,New York,0,0.0
58,F,4125,861,3050,Grocery,USA,New York,9,0.0
47,F,50647,667,8448,Restaurants,Canada,New York,23,0.0
54,F,56114,817,7789,Entertainment,USA,Vancouver,21,0.0
67,F,22977,624,5030,Gas,USA,New York,15,0.0
34,M,26181,401,4008,Grocery,USA,Los Angeles,20,0.0
24,F,96944,508,7342,Grocery,USA,Vancouver,18,0.0
50,F,68799,726,7128,Gas,Canada,Los Angeles,0,0.0
66,M,44626,413,5483,Gas,USA,Vancouver,20,0.0
52,F,80705,462,9942,Entertainment,Mexico,New York,19,0.0
43,M,45201,735,7120,Entertainment,Canada,Toronto,21,0.0
38,M,37158,748,6907,Restaurants,USA,Toronto,5,0.0
67,M,26159,758,1010,Grocery,Canada,Mexico City,2,0.0
18,F,86327,590,1220,Entertainment,Canada,Toronto,5,0.0
60,M,82809,738,9126,Restaurants,USA,Toronto,7,0.0
61,F,71186,795,1715,Gas,Mexico,Mexico City,21,0.0
46,F,26539,531,6503,Restaurants,Canada,Vancouver,19,0.0
50,M,41588,807,1128,Gas,USA,Mexico City,22,0.0
25,F,59811,429,4800,Restaurants,Canada,Los Angeles,8,0.0
64,M,86077,301,9175,Entertainment,Mexico,New York,22,0.0
25,F,56342,510,1258,Grocery,Canada,New York,18,0.0
45,M,54113,319,9761,Restaurants,Canada,Vancouver,13,0.0
53,F,77002,620,6274,Restaurants,USA,Vancouver,3,0.0
56,F,41528,529,3495,Restaurants,Canada,New York,7,0.0
24,F,43182,481,6397,Restaurants,Mexico,Vancouver,2,0.0
38,F,67937,639,337,Gas,Mexico,Vancouver,4,0.0
41,F,91689,696,5921,Entertainment,Mexico,Toronto,21,0.0
26,M,78748,400,8432,Grocery,Mexico,Los Angeles,21,0.0
45,M,42056,640,3083,Restaurants,USA,Toronto,23,0.0
47,F,98622,850,7970,Grocery,Mexico,Mexico City,13,0.0
55,M,8907,383,758,Gas,USA,Los Angeles,21,0.0
50,F,8577,733,8764,Restaurants,USA,Toronto,20,0.0
47,M,63089,543,1406,Gas,Canada,Mexico City,12,0.0
37,M,63513,848,1260,Grocery,Canada,New York,13,0.0
64,M,55308,688,1629,Gas,Canada,Toronto,17,0.0
60,F,13378,775,3471,Grocery,Mexico,New York,1,0.0
34,M,5805,345,7849,Gas,Canada,Los Angeles,19,0.0
29,F,46089,713,3033,Restaurants,Mexico,New York,19,0.0
69,F,15881,310,6968,Grocery,USA,Vancouver,0,0.0
48,F,49963,436,2489,Gas,Mexico,Vancouver,18,0.0
30,F,63556,868,9768,Restaurants,Mexico,Mexico City,18,0.0
25,M,73120,845,6337,Restaurants,Mexico,New York,6,0.0
36,M,12831,743,5529,Grocery,USA,Los Angeles,0,0.0
29,F,13932,399,3663,Grocery,Mexico,New York,4,0.0
54,F,3879,472,1097,Restaurants,Canada,Mexico City,19,0.0
66,F,62242,716,8935,Grocery,Mexico,Mexico City,19,1.0
29,M,18931,360,3395,Gas,USA,Mexico City,17,0.0
28,M,8560,854,6711,Grocery,Canada,New York,16,0.0
21,M,19182,322,6434,Gas,USA,Mexico City,3,0.0
24,M,32415,632,9151,Restaurants,Mexico,Toronto,9,0.0
45,F,3082,875,3566,Grocery,Canada,Mexico City,18,0.0
26,M,32687,495,1728,Grocery,USA,New York,18,0.0
44,M,16568,800,2908,Entertainment,Mexico,Los Angeles,13,0.0
44,F,60457,708,5405,Restaurants,Canada,Toronto,3,0.0
33,F,49357,543,8096,Entertainment,USA,Los Angeles,6,0.0
47,F,89581,511,4919,Gas,USA,New York,12,0.0
28,F,11260,322,8383,Restaurants,Canada,Los Angeles,0,0.0
60,F,6160,411,533,Grocery,USA,Los Angeles,1,0.0
34,M,94996,767,6488,Entertainment,Canada,Los Angeles,12,0.0
64,F,99883,402,5616,Entertainment,Canada,Vancouver,13,0.0
45,F,33557,621,1558,Restaurants,USA,Vancouver,13,0.0
51,M,32994,713,4589,Grocery,Canada,Los Angeles,20,0.0
51,F,72438,774,9581,Grocery,Canada,Vancouver,10,0.0
34,F,16261,848,4328,Grocery,Mexico,Vancouver,13,0.0
19,M,95671,446,5815,Gas,Mexico,New York,10,0.0
44,M,31487,449,4819,Grocery,USA,Los Angeles,14,0.0
38,F,17588,626,7671,Entertainment,USA,New York,3,0.0
43,F,60046,710,7229,Grocery,Canada,New York,0,0.0
38,M,76057,782,2696,Restaurants,Mexico,Los Angeles,5,0.0
51,M,99232,789,3148,Entertainment,Canada,Los Angeles,14,0.0
69,M,99195,671,3576,Gas,Canada,Toronto,23,0.0
53,F,5903,485,7911,Gas,USA,Vancouver,5,0.0
66,F,31460,843,1829,Gas,Canada,Toronto,16,0.0
50,M,49587,863,9640,Entertainment,USA,Mexico City,13,0.0
26,F,19152,532,79,Gas,USA,Vancouver,17,0.0
52,F,96005,396,8717,Restaurants,Canada,Toronto,12,0.0
24,M,67344,450,5316,Restaurants,USA,Vancouver,20,0.0
42,F,31258,847,7055,Gas,Mexico,New York,22,0.0
20,F,74084,349,6018,Restaurants,USA,Los Angeles,13,0.0
21,M,85241,745,1654,Entertainment,Mexico,Mexico City,1,0.0
47,M,37787,739,9775,Entertainment,Mexico,Los Angeles,2,0.0
55,F,30015,385,8925,Gas,USA,Toronto,15,0.0
31,F,8177,625,1576,Gas,Mexico,Los Angeles,16,0.0
34,F,41706,306,6818,Entertainment,Mexico,New York,7,0.0
56,F,91414,541,9068,Restaurants,Mexico,Los Angeles,7,0.0
50,F,67590,668,794,Restaurants,USA,New York,15,0.0
23,F,56864,766,6785,Entertainment,USA,New York,18,0.0
65,M,63775,622,6364,Gas,Mexico,Mexico City,16,0.0
25,F,65588,585,1978,Grocery,Mexico,Mexico City,2,0.0
31,F,22613,730,8835,Restaurants,Canada,Toronto,14,0.0
20,M,55221,360,2110,Restaurants,USA,Toronto,8,0.0
29,M,74658,703,7819,Gas,Canada,New York,7,0.0
24,M,51122,753,1699,Grocery,Canada,Los Angeles,0,0.0
59,M,3316,348,1520,Entertainment,Canada,Los Angeles,16,0.0
43,M,77678,392,4080,Entertainment,USA,Mexico City,6,0.0
23,F,86047,573,744,Entertainment,Mexico,Mexico City,2,0.0
45,F,39078,698,2911,Gas,USA,Vancouver,19,0.0
42,F,55852,590,2423,Entertainment,USA,Los Angeles,2,0.0
62,F,89895,425,6201,Gas,USA,Vancouver,19,0.0
26,F,51328,894,1089,Entertainment,USA,Los Angeles,21,0.0
52,F,33605,496,2244,Gas,Mexico,Toronto,14,0.0
62,F,44052,893,2457,Entertainment,Mexico,New York,18,0.0
35,F,8975,378,7359,Gas,Canada,New York,1,0.0
34,M,79652,853,3687,Restaurants,USA,Toronto,13,0.0
63,F,43661,791,181,Restaurants,Canada,Mexico City,1,0.0
47,M,80536,461,8153,Grocery,USA,Mexico City,19,0.0
60,F,90683,653,6856,Entertainment,Canada,Mexico City,20,0.0
29,F,85891,549,8749,Grocery,Canada,Los Angeles,13,0.0
34,M,50120,505,4299,Restaurants,Canada,Toronto,13,0.0
62,F,39131,717,7995,Gas,Canada,Toronto,3,0.0
43,F,24823,610,6554,Grocery,Canada,New York,16,0.0
21,M,6630,605,9577,Restaurants,Mexico,Los Angeles,17,0.0
37,F,19203,830,2446,Gas,Canada,Toronto,12,0.0
56,F,31854,534,9310,Entertainment,Canada,Vancouver,19,0.0
68,M,17740,525,6857,Gas,USA,Los Angeles,18,0.0
63,M,21440,463,3824,Grocery,Canada,New York,3,0.0
54,M,8452,761,8871,Grocery,Mexico,Toronto,23,0.0
37,F,76304,586,2445,Restaurants,Mexico,New York,11,0.0
47,F,72503,554,4987,Grocery,Canada,New York,18,0.0
26,F,56828,891,6185,Grocery,Mexico,Mexico City,13,0.0
49,F,73023,670,5218,Restaurants,Canada,Los Angeles,18,0.0
41,M,70740,446,6622,Entertainment,Canada,New York,11,0.0
40,F,95686,468,5997,Restaurants,USA,New York,5,0.0
55,F,46082,895,7318,Grocery,Canada,Los Angeles,2,0.0
37,M,43747,751,4136,Entertainment,Mexico,Toronto,3,0.0
58,F,59790,581,6052,Restaurants,Mexico,Toronto,16,0.0
43,M,9372,845,7070,Restaurants,Mexico,Mexico City,5,0.0
43,M,74667,727,6409,Gas,USA,Toronto,5,0.0
62,F,17403,828,1617,Grocery,Canada,Mexico City,20,0.0
60,M,72447,550,8644,Gas,Canada,Los Angeles,15,0.0
44,F,20775,623,3700,Entertainment,Canada,Vancouver,0,0.0
20,F,54493,441,3397,Restaurants,Mexico,New York,14,0.0
35,M,76291,535,7532,Grocery,Mexico,New York,0,1.0
65,F,4163,697,2377,Gas,Canada,Vancouver,7,0.0
37,F,98829,376,8188,Restaurants,Mexico,Los Angeles,15,0.0
59,F,46942,492,8025,Grocery,Mexico,Los Angeles,22,0.0
66,F,94365,842,2419,Entertainment,USA,Los Angeles,15,0.0
55,M,73451,741,3874,Entertainment,Canada,Vancouver,0,0.0
25,M,27033,863,4074,Grocery,Mexico,Toronto,20,0.0
42,F,33033,761,7641,Grocery,Canada,Los Angeles,5,0.0
25,M,62460,722,3366,Restaurants,USA,Toronto,3,0.0
20,M,72706,598,8810,Grocery,Canada,Mexico City,13,0.0
53,F,63114,672,4310,Restaurants,USA,Los Angeles,19,0.0
45,F,53739,709,6025,Restaurants,Mexico,Toronto,0,0.0
24,F,36116,510,3080,Grocery,Canada,Toronto,5,0.0
63,M,70440,479,4510,Grocery,Canada,Mexico City,22,0.0
23,F,38341,703,7514,Restaurants,Mexico,Toronto,14,0.0
58,F,97586,707,5015,Gas,Canada,Mexico City,23,0.0
31,F,54670,696,3026,Restaurants,USA,Mexico City,4,0.0
60,F,52014,861,9688,Restaurants,Mexico,Vancouver,0,0.0
22,F,34995,809,1399,Entertainment,Canada,New York,5,0.0
52,F,14198,478,7618,Restaurants,Mexico,Mexico City,8,0.0
52,F,44597,576,3168,Entertainment,Mexico,Vancouver,17,0.0
29,F,4887,590,4790,Grocery,USA,Los Angeles,4,0.0
34,M,67098,683,6839,Grocery,USA,Toronto,12,0.0
29,M,98448,654,6943,Grocery,Canada,New York,6,0.0
55,F,95577,581,7907,Grocery,USA,Toronto,15,0.0
37,F,88699,467,8544,Entertainment,Canada,Mexico City,12,0.0
55,M,25607,406,1431,Gas,Mexico,Los Angeles,6,0.0
29,F,27146,721,7930,Gas,Canada,New York,12,0.0
61,M,32210,773,392,Grocery,Canada,Toronto,15,0.0
25,F,4989,717,6582,Entertainment,Mexico,New York,16,0.0
59,F,13466,579,5797,Grocery,Canada,Los Angeles,20,0.0
24,F,4196,627,5898,Grocery,USA,New York,23,0.0
32,F,54891,496,4940,Restaurants,Mexico,Los Angeles,15,0.0
40,F,49909,566,6756,Entertainment,USA,New York,10,0.0
37,M,95851,451,924,Entertainment,Canada,Vancouver,7,0.0
60,F,91880,566,6079,Entertainment,Mexico,Vancouver,4,0.0
30,F,13871,333,7146,Grocery,Canada,New York,9,0.0
49,F,66790,536,4413,Gas,Mexico,Mexico City,11,0.0
64,M,45236,410,8431,Restaurants,Mexico,New York,14,0.0
67,M,98335,575,5246,Entertainment,USA,Vancouver,8,0.0
24,M,40281,544,3292,Gas,Mexico,Toronto,14,0.0
66,F,15135,643,7267,Gas,USA,Los Angeles,6,0.0
28,F,94008,438,1888,Restaurants,Mexico,Toronto,18,0.0
61,F,46155,327,1238,Grocery,Canada,Vancouver,0,1.0
37,M,66401,473,9610,Grocery,Canada,Los Angeles,21,0.0
45,F,85359,866,7963,Entertainment,USA,Los Angeles,10,0.0
53,M,4677,730,2019,Restaurants,Canada,Los Angeles,7,0.0
48,M,50005,473,588,Entertainment,USA,Mexico City,16,0.0
40,M,15179,332,1851,Gas,USA,Toronto,12,0.0
18,F,53705,650,9212,Entertainment,Mexico,Los Angeles,1,0.0
46,F,16946,626,9019,Gas,USA,Toronto,10,0.0
58,F,56166,449,5453,Gas,USA,Los Angeles,18,0.0
28,F,12014,666,5853,Entertainment,Mexico,Mexico City,0,0.0
39,F,28446,398,2477,Restaurants,Canada,Toronto,6,0.0
25,F,98104,847,4586,Restaurants,Canada,Vancouver,13,0.0
40,M,17593,357,108,Restaurants,Mexico,Mexico City,14,0.0
46,F,90869,835,2721,Gas,Canada,New York,23,0.0
55,M,50616,890,2173,Restaurants,Canada,New York,11,0.0
55,F,20414,428,7171,Grocery,USA,Vancouver,3,0.0
18,F,53780,849,4846,Grocery,USA,Vancouver,2,0.0
60,F,27998,541,7280,Grocery,Mexico,Mexico City,1,0.0
28,M,50663,696,2187,Grocery,USA,Mexico City,10,0.0
62,F,93934,312,4294,Grocery,Canada,Vancouver,3,0.0
25,F,76709,859,3391,Restaurants,USA,Toronto,5,0.0
30,F,9709,508,9714,Entertainment,Mexico,Mexico City,18,0.0
53,F,79226,392,4153,Restaurants,Canada,Toronto,14,0.0
18,M,69233,679,9426,Restaurants,USA,Los Angeles,23,0.0
66,M,10531,713,6385,Gas,Canada,New York,19,0.0
26,F,76549,462,8555,Gas,USA,New York,14,0.0
29,F,6026,764,7209,Gas,USA,Vancouver,0,1.0
50,M,92996,406,9392,Restaurants,USA,Toronto,6,0.0
22,F,78388,613,4755,Gas,Canada,Vancouver,3,0.0
67,M,35459,573,5306,Gas,Mexico,New York,19,0.0
48,F,49249,378,4129,Gas,USA,Vancouver,21,0.0
23,F,36075,341,5752,Restaurants,USA,Los Angeles,13,0.0
62,F,76708,522,6441,Entertainment,Mexico,Mexico City,23,0.0
65,M,18846,362,9709,Gas,Mexico,Vancouver,18,0.0
48,M,3437,400,3490,Entertainment,USA,Los Angeles,0,0.0
57,F,63924,839,6213,Entertainment,USA,Los Angeles,22,0.0
51,F,85196,857,5532,Restaurants,USA,Mexico City,9,0.0
64,M,54609,710,6464,Restaurants,Mexico,Mexico City,4,0.0
65,F,58251,629,5941,Grocery,USA,Los Angeles,14,0.0
67,F,18556,742,7189,Gas,Canada,Mexico City,21,0.0
67,M,35786,883,5556,Entertainment,USA,Vancouver,6,0.0
31,M,42256,718,1493,Gas,Canada,Vancouver,16,0.0
24,M,97942,310,2149,Entertainment,Mexico,New York,12,0.0
28,M,23858,803,3479,Grocery,USA,Los Angeles,11,0.0
69,M,79266,401,5837,Entertainment,USA,Toronto,6,0.0
59,F,26743,782,4139,Entertainment,Mexico,Vancouver,12,0.0
67,F,32762,475,2394,Grocery,Mexico,Mexico City,16,0.0
59,F,42789,355,3790,Restaurants,Mexico,Toronto,16,0.0
64,F,52881,480,1294,Grocery,USA,Mexico City,20,0.0
18,F,12865,538,8361,Gas,USA,Vancouver,17,0.0
25,M,89506,824,9271,Grocery,USA,Mexico City,15,0.0
67,M,64081,664,6149,Grocery,Mexico,New York,5,0.0
45,F,96203,574,606,Restaurants,Canada,Los Angeles,5,0.0
21,M,42424,482,2226,Entertainment,Canada,New York,20,0.0
33,M,41592,474,2144,Grocery,Mexico,Toronto,2,0.0
40,F,75707,848,930,Entertainment,USA,Los Angeles,20,0.0
53,F,33616,886,3114,Restaurants,Mexico,Toronto,3,0.0
50,F,63500,305,4057,Restaurants,USA,New York,6,0.0
40,F,13172,765,5364,Gas,Mexico,Mexico City,7,0.0
68,M,87461,351,354,Entertainment,Mexico,New York,8,0.0
58,M,86994,304,3277,Gas,USA,New York,4,0.0
49,F,40256,840,8146,Entertainment,USA,Toronto,20,1.0
53,M,46133,630,7570,Restaurants,Mexico,Mexico City,9,0.0
25,M,66098,546,1519,Entertainment,USA,Los Angeles,5,0.0
69,M,10194,706,8168,Entertainment,Canada,Mexico City,12,0.0
50,F,70967,653,9288,Gas,Canada,Toronto,17,0.0
42,M,38751,571,8022,Restaurants,USA,Vancouver,1,0.0
65,F,91382,843,6943,Entertainment,Mexico,Toronto,2,0.0
65,M,91712,836,4364,Restaurants,Canada,Los Angeles,9,0.0
23,F,30416,382,9793,Entertainment,USA,Los Angeles,20,0.0
58,M,92725,887,3580,Grocery,Canada,Los Angeles,11,0.0
18,F,30233,780,6382,Gas,USA,Vancouver,2,0.0
63,M,14501,479,539,Restaurants,Canada,Toronto,15,0.0
27,F,11510,697,5637,Gas,Mexico,Toronto,7,0.0
62,M,22846,729,3083,Gas,Mexico,New York,6,0.0
30,F,92395,754,5201,Gas,USA,Los Angeles,4,0.0
49,M,57284,833,9395,Gas,USA,New York,6,0.0
46,M,71049,388,3459,Restaurants,USA,Toronto,14,1.0
27,F,70091,674,8915,Grocery,USA,Los Angeles,13,0.0
29,M,3036,548,7268,Grocery,Mexico,Vancouver,5,0.0
50,F,27734,407,9023,Grocery,Mexico,Toronto,17,0.0
62,F,1984,836,6728,Entertainment,Mexico,New York,22,0.0
69,F,54803,567,9884,Entertainment,Mexico,New York,23,0.0
21,F,64646,893,1364,Entertainment,Canada,Los Angeles,14,0.0
18,M,71829,741,8350,Gas,Canada,Toronto,19,0.0
26,M,34352,542,1174,Grocery,USA,New York,18,0.0
54,M,59131,307,7444,Gas,Mexico,Vancouver,17,0.0
47,M,71475,641,3061,Restaurants,Mexico,New York,15,0.0
62,M,42003,519,7738,Entertainment,Mexico,Los Angeles,14,0.0
53,F,8265,314,7216,Entertainment,Mexico,Toronto,14,0.0
22,M,27077,678,8468,Grocery,Canada,Toronto,23,0.0
69,F,89081,813,6323,Restaurants,USA,Vancouver,15,0.0
69,F,37147,866,4102,Gas,Canada,Toronto,12,0.0
28,F,10500,706,8350,Restaurants,USA,Mexico City,7,0.0
24,M,98594,864,9958,Grocery,USA,Mexico City,2,0.0
32,M,89548,760,6223,Entertainment,Canada,Los Angeles,13,0.0
23,F,12211,766,3859,Grocery,USA,New York,16,0.0
29,M,33071,462,2044,Grocery,Canada,New York,3,0.0
63,F,23474,319,6779,Entertainment,Mexico,Mexico City,17,0.0
48,M,34760,476,2096,Restaurants,USA,Los Angeles,0,0.0
59,M,6472,817,2351,Gas,Canada,Los Angeles,9,0.0
22,F,26523,781,9414,Grocery,Mexico,Vancouver,0,1.0
54,F,87280,471,5377,Restaurants,Canada,Los Angeles,18,0.0
53,F,80186,600,5537,Restaurants,USA,New York,2,0.0
69,M,70738,691,8374,Grocery,USA,Toronto,9,0.0
36,F,75574,466,127,Grocery,Canada,New York,18,0.0
26,F,70264,546,7061,Restaurants,USA,Los Angeles,4,1.0
40,F,33832,357,1511,Grocery,USA,Toronto,15,0.0
59,F,3753,833,2337,Entertainment,Canada,Mexico City,19,0.0
30,M,54473,360,7516,Gas,USA,Los Angeles,23,0.0
33,M,64380,672,9315,Gas,Mexico,New York,11,0.0
60,M,50209,857,9092,Grocery,Mexico,New York,13,0.0
32,M,62938,863,3100,Restaurants,Canada,New York,9,0.0
45,M,43684,802,5860,Grocery,USA,Toronto,4,0.0
39,F,62146,591,7981,Restaurants,Mexico,Los Angeles,0,0.0
